"id","organization_id","url","type","species","age","gender","size","name","breeds.primary"
47544017,"CA149","<a href='https://www.petfinder.com/dog/mabel-47544017/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Large","MABEL","Australian Kelpie"
47544021,"CA149","<a href='https://www.petfinder.com/dog/norman-47544021/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Large","NORMAN","Australian Kelpie"
47544013,"CA149","<a href='https://www.petfinder.com/dog/oklahoma-47544013/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Medium","OKLAHOMA","Pit Bull Terrier"
47544014,"CA149","<a href='https://www.petfinder.com/dog/a288232-47544014/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Large","A288232","Pit Bull Terrier"
47540929,"CA2249","<a href='https://www.petfinder.com/cat/possum-indoor-only-47540929/ca/stockton/second-chance-kitty-ca2249/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Male","Medium","Possum INDOOR ONLY","Siamese"
47540927,"CA2249","<a href='https://www.petfinder.com/cat/spot-indoor-only-47540927/ca/stockton/second-chance-kitty-ca2249/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Male","Medium","Spot INDOOR ONLY","Siamese"
47540926,"CA2249","<a href='https://www.petfinder.com/cat/prawn-indoor-only-47540926/ca/stockton/second-chance-kitty-ca2249/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Female","Medium","Prawn INDOOR ONLY","Siamese"
47540579,"CA1640","<a href='https://www.petfinder.com/dog/lily-47540579/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Small","Lily","Mixed Breed"
47540580,"CA1640","<a href='https://www.petfinder.com/dog/rex-47540580/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Baby","Male","Small","Rex","Pit Bull Terrier"
47539626,"CA1698","<a href='https://www.petfinder.com/dog/mocha-47539626/ca/gustine/tail-waggin-all-breed-rescue-ca1698/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","Mocha","Husky"
47539569,"CA1698","<a href='https://www.petfinder.com/dog/sasha-47539569/ca/gustine/tail-waggin-all-breed-rescue-ca1698/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","SASHA","German Shepherd Dog"
47539560,"CA249","<a href='https://www.petfinder.com/dog/penny-47539560/ca/sonora/friends-of-the-animal-community-ca249/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Large","Penny","Cane Corso"
47539522,"CA1698","<a href='https://www.petfinder.com/dog/simba-47539522/ca/gustine/tail-waggin-all-breed-rescue-ca1698/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Medium","SIMBA","Australian Shepherd"
47539336,"CA1110","<a href='https://www.petfinder.com/dog/lady-47539336/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Large","LADY","Pit Bull Terrier"
47539081,"CA149","<a href='https://www.petfinder.com/dog/chop-47539081/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Medium","CHOP","Terrier"
47538221,"CA149","<a href='https://www.petfinder.com/cat/a288328-47538221/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Adult","Female","Small","A288328","Domestic Short Hair"
47535989,"CA2390","<a href='https://www.petfinder.com/cat/utah-47535989/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Adult","Male","Small","Utah","Domestic Short Hair"
47534681,"CA2390","<a href='https://www.petfinder.com/dog/benji-47534681/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","Benji","Chihuahua"
47534675,"CA2390","<a href='https://www.petfinder.com/dog/peeta-47534675/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","Peeta","Chihuahua"
47534677,"CA2390","<a href='https://www.petfinder.com/dog/bindi-47534677/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","Bindi","Chihuahua"
47534364,"CA149","<a href='https://www.petfinder.com/cat/a288108-47534364/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Adult","Female","Medium","A288108","Domestic Short Hair"
47534294,"CA71","<a href='https://www.petfinder.com/cat/linus-47534294/ca/jamestown/humane-society-of-tuolumne-county-ca71/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Baby","Male","Small","Linus","Domestic Short Hair"
47531050,"CA1640","<a href='https://www.petfinder.com/dog/tess-47531050/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","Tess","Terrier"
47530026,"CA2572","<a href='https://www.petfinder.com/dog/charlotte-47530026/ca/turlock/casa-de-love-animal-rescue-ca2572/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","Charlotte","Boxer"
47529764,"CA1110","<a href='https://www.petfinder.com/dog/brownie-47529764/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Large","BROWNIE","German Shepherd Dog"
47529766,"CA1110","<a href='https://www.petfinder.com/dog/haddie-47529766/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","HADDIE","Pit Bull Terrier"
47529507,"CA1110","<a href='https://www.petfinder.com/dog/pacman-47529507/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","PACMAN","Chihuahua"
47529505,"CA1110","<a href='https://www.petfinder.com/dog/jicote-47529505/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Large","JICOTE","Labrador Retriever"
47528803,"CA2611","<a href='https://www.petfinder.com/dog/banjo-47528803/ca/hollister/hollister-animal-shelter-ca2611/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Large","Banjo","Catahoula Leopard Dog"
47528796,"CA457","<a href='https://www.petfinder.com/cat/cat-19477-banger-47528796/ca/parlier/the-cat-house-on-the-kings-ca457/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Male","Medium","Cat 19477 (Banger)","Tabby"
47528495,"CA1655","<a href='https://www.petfinder.com/dog/sage-47528495/ca/lindsay/central-valley-rescue-railroad-ca1655/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","Sage","Australian Cattle Dog / Blue Heeler"
47528389,"CA628","<a href='https://www.petfinder.com/dog/gemma-47528389/ca/madera/madera-county-animal-control-ca628/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","Gemma","American Bulldog"
47528221,"CA944","<a href='https://www.petfinder.com/dog/allie-47528221/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Small","ALLIE","Chihuahua"
47528099,"CA362","<a href='https://www.petfinder.com/dog/amber-47528099/ca/san-andreas/calaveras-county-animal-services-ca362/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","Amber","Hound"
47528043,"CA1655","<a href='https://www.petfinder.com/dog/pansy-47528043/ca/lindsay/central-valley-rescue-railroad-ca1655/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","Pansy","Chihuahua"
47528045,"CA1655","<a href='https://www.petfinder.com/dog/mavis-47528045/ca/lindsay/central-valley-rescue-railroad-ca1655/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","Mavis","Miniature Pinscher"
47527728,"CA1655","<a href='https://www.petfinder.com/dog/pharoah-47527728/ca/lindsay/central-valley-rescue-railroad-ca1655/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Large","Pharoah","Rhodesian Ridgeback"
47527726,"CA1655","<a href='https://www.petfinder.com/dog/wilson-47527726/ca/lindsay/central-valley-rescue-railroad-ca1655/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Large","Wilson","Retriever"
47527556,"CA944","<a href='https://www.petfinder.com/dog/loki-47527556/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","LOKI","Chihuahua"
47527558,"CA944","<a href='https://www.petfinder.com/dog/a110122-47527558/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","A110122","Terrier"
47527569,"CA944","<a href='https://www.petfinder.com/dog/a110084-47527569/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","A110084","Chihuahua"
47527565,"CA944","<a href='https://www.petfinder.com/dog/a110124-47527565/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","A110124","Chihuahua"
47527563,"CA944","<a href='https://www.petfinder.com/dog/a110088-47527563/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","A110088","Chihuahua"
47527566,"CA944","<a href='https://www.petfinder.com/dog/a110110-47527566/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","A110110","Terrier"
47527551,"CA944","<a href='https://www.petfinder.com/dog/gator-47527551/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","GATOR","Chihuahua"
47527553,"CA944","<a href='https://www.petfinder.com/dog/a110125-47527553/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Small","A110125","Chihuahua"
47527201,"CA628","<a href='https://www.petfinder.com/dog/princess-47527201/ca/madera/madera-county-animal-control-ca628/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Medium","Princess","Boxer"
47527185,"CA2390","<a href='https://www.petfinder.com/dog/sylvia-47527185/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Large","Sylvia","German Shepherd Dog"
47527184,"CA2390","<a href='https://www.petfinder.com/dog/cyrus-47527184/ca/fresno/fresno-humane-animal-services-ca2390/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Extra Large","Cyrus","German Shepherd Dog"
47526835,"CA2249","<a href='https://www.petfinder.com/cat/heartley-indoor-only-47526835/ca/manteca/second-chance-kitty-ca2249/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Adult","Female","Medium","Heartley INDOOR ONLY","Domestic Short Hair"
47526976,"CA492","<a href='https://www.petfinder.com/dog/a212747-47526976/ca/visalia/tulare-county-animal-services-ca492/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Large","A212747","German Shepherd Dog"
47526973,"CA492","<a href='https://www.petfinder.com/dog/a212690-47526973/ca/visalia/tulare-county-animal-services-ca492/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Large","A212690","Husky"
47526871,"CA944","<a href='https://www.petfinder.com/dog/blue-man-47526871/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Small","BLUE MAN","Chihuahua"
47526870,"CA944","<a href='https://www.petfinder.com/dog/a110144-47526870/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Small","A110144","Chihuahua"
47526868,"CA944","<a href='https://www.petfinder.com/dog/sydney-47526868/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Small","SYDNEY","Chihuahua"
47526876,"CA944","<a href='https://www.petfinder.com/dog/a110123-47526876/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Small","A110123","Chihuahua"
47523960,"CA149","<a href='https://www.petfinder.com/dog/stefanie-47523960/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","STEFANIE","Chihuahua"
47521047,"CA1110","<a href='https://www.petfinder.com/dog/smokey-47521047/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Large","SMOKEY","Pit Bull Terrier"
47521049,"CA1110","<a href='https://www.petfinder.com/dog/meerie-47521049/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Medium","MEERIE","German Shepherd Dog"
47520894,"CA457","<a href='https://www.petfinder.com/cat/rick-47520894/ca/parlier/the-cat-house-on-the-kings-ca457/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Baby","Male","Small","Rick","Tabby"
47520895,"CA457","<a href='https://www.petfinder.com/cat/morty-47520895/ca/parlier/the-cat-house-on-the-kings-ca457/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Baby","Male","Small","Morty","Tabby"
47520597,"CA628","<a href='https://www.petfinder.com/dog/dagr-47520597/ca/madera/madera-county-animal-control-ca628/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","Dagr","Terrier"
47520596,"CA628","<a href='https://www.petfinder.com/dog/nott-47520596/ca/madera/madera-county-animal-control-ca628/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","Nott","Terrier"
47520330,"CA2200","<a href='https://www.petfinder.com/dog/brody-47520330/ca/los-banos/kates-rescue-for-animals-ca2200/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Large","Brody","Husky"
47520198,"CA457","<a href='https://www.petfinder.com/cat/kitten-19506-speckles-47520198/ca/parlier/the-cat-house-on-the-kings-ca457/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Baby","Female","Medium","Kitten 19506 (Speckles)","Tabby"
47520200,"CA457","<a href='https://www.petfinder.com/cat/cat-19430-novia-47520200/ca/parlier/the-cat-house-on-the-kings-ca457/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Female","Medium","Cat 19430 (Novia)","Tabby"
47517932,"CA944","<a href='https://www.petfinder.com/dog/a110120-47517932/ca/hanford/kings-county-animal-services-ca944/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Small","A110120","Chihuahua"
47514944,"CA2291","<a href='https://www.petfinder.com/dog/lola-47514944/ca/lemoore/valley-animal-haven-ca2291/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Large","Lola","German Shepherd Dog"
47514616,"CA1640","<a href='https://www.petfinder.com/dog/blue-47514616/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","Blue","Labrador Retriever"
47514138,"CA2572","<a href='https://www.petfinder.com/dog/charlie-47514138/ca/turlock/casa-de-love-animal-rescue-ca2572/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Medium","Charlie","Pug"
47513728,"CA1110","<a href='https://www.petfinder.com/dog/gauge-47513728/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Medium","GAUGE","German Shepherd Dog"
47513723,"CA1110","<a href='https://www.petfinder.com/dog/forest-47513723/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Medium","FOREST","German Shepherd Dog"
47513730,"CA1110","<a href='https://www.petfinder.com/dog/kaiser-47513730/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Large","KAISER","Mastiff"
47512768,"CA628","<a href='https://www.petfinder.com/dog/narf-47512768/ca/madera/madera-county-animal-control-ca628/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Medium","Narf","American Staffordshire Terrier"
47511835,"CA457","<a href='https://www.petfinder.com/cat/cat-19317-perri-47511835/ca/parlier/the-cat-house-on-the-kings-ca457/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Male","Medium","Cat 19317 (Perri)","Maine Coon"
47511436,"CA149","<a href='https://www.petfinder.com/cat/heidi-47511436/ca/stockton/stockton-animal-shelter-and-the-animal-protection-league-ca149/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Female","Medium","HEIDI","Domestic Long Hair"
47508052,"CA1251","<a href='https://www.petfinder.com/cat/gigi-47508052/ca/sonora/sonora-cat-rescue-ca1251/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Female","Medium","GiGi","Tabby"
47508147,"CA1110","<a href='https://www.petfinder.com/dog/osito-47508147/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Medium","OSITO","German Shepherd Dog"
47508145,"CA1110","<a href='https://www.petfinder.com/dog/walter-47508145/ca/modesto/stanislaus-animal-services-agency-ca1110/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Medium","WALTER","Cardigan Welsh Corgi"
47507288,"CA229","<a href='https://www.petfinder.com/dog/kora-47507288/ca/fresno/valley-animal-center-ca229/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Large","Kora","German Shepherd Dog"
47506898,"CA2200","<a href='https://www.petfinder.com/dog/black-beauty-47506898/ca/los-banos/kates-rescue-for-animals-ca2200/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Small","Black Beauty","Chihuahua"
47506857,"CA487","<a href='https://www.petfinder.com/dog/phoebe-47506857/ca/tracy/east-of-eden-canine-rescue-ca487/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Large","Phoebe","Mastiff"
47506127,"CA229","<a href='https://www.petfinder.com/dog/xena-47506127/ca/fresno/valley-animal-center-ca229/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Baby","Female","Medium","Xena","Labrador Retriever"
47505542,"CA628","<a href='https://www.petfinder.com/dog/lidia-47505542/ca/madera/madera-county-animal-control-ca628/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Female","Large","Lidia","German Shepherd Dog"
47505541,"CA628","<a href='https://www.petfinder.com/dog/len-47505541/ca/madera/madera-county-animal-control-ca628/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Large","Len","German Shepherd Dog"
47505448,"CA229","<a href='https://www.petfinder.com/dog/charlet-47505448/ca/fresno/valley-animal-center-ca229/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Medium","Charlet","German Shepherd Dog"
47505222,"CA71","<a href='https://www.petfinder.com/cat/tootsie-47505222/ca/jamestown/humane-society-of-tuolumne-county-ca71/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Female","Small","Tootsie","Domestic Short Hair"
47505221,"CA71","<a href='https://www.petfinder.com/dog/gretel-return-2-47505221/ca/jamestown/humane-society-of-tuolumne-county-ca71/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Female","Small","Gretel Return 2","Shepherd"
47505220,"CA71","<a href='https://www.petfinder.com/dog/duke-47505220/ca/jamestown/humane-society-of-tuolumne-county-ca71/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Extra Large","Duke","Mastiff"
47502142,"CA1640","<a href='https://www.petfinder.com/dog/thor-47502142/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Small","Thor","Shepherd"
47502141,"CA1640","<a href='https://www.petfinder.com/cat/bc-black-cat-47502141/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Adult","Male","Small","BC (Black Cat)","Domestic Short Hair"
47500150,"CA731","<a href='https://www.petfinder.com/dog/frank-47500150/ca/oakdale/city-of-oakdale-animal-shelter-ca731/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Adult","Male","Small","Frank","Chihuahua"
47500241,"CA492","<a href='https://www.petfinder.com/dog/a212754-47500241/ca/visalia/tulare-county-animal-services-ca492/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Baby","Female","Large","A212754","Siberian Husky"
47499015,"CA457","<a href='https://www.petfinder.com/cat/kitten-19388-pecan-47499015/ca/parlier/the-cat-house-on-the-kings-ca457/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Baby","Female","Small","Kitten 19388 (Pecan)","Tabby"
47493242,"CA2291","<a href='https://www.petfinder.com/cat/octavia-47493242/ca/lemoore/valley-animal-haven-ca2291/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Cat","Cat","Young","Female","Medium","Octavia","Domestic Short Hair"
47493244,"CA2291","<a href='https://www.petfinder.com/dog/bingo-47493244/ca/lemoore/valley-animal-haven-ca2291/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Medium","Bingo","Spaniel"
47493245,"CA2291","<a href='https://www.petfinder.com/dog/freddy-47493245/ca/lemoore/valley-animal-haven-ca2291/?referrer_id=43036cfd-f268-4ddd-91f4-5f0b68e4a0b5'>Links on Petfinder</a>","Dog","Dog","Young","Male","Medium","Freddy","Spaniel"
